,$\beta_i$__0,$\beta_i$__1,$\beta_i$__2,$\tau_e$,$\sigma_e$
0,15.869396281413039,0.7242384826339774,1.220500253299612,1.3205982719738845,2.197767927156712
1,15.031701497185626,0.7803170140900111,1.0891749403820488,0.04266022611991022,2.108629036434644
2,15.47306526191445,0.7755012098274607,1.092662158323364,0.5111269358756622,2.505002250648528
3,16.840082939627948,0.6492257703526189,1.1367356533615733,0.04791976551795992,2.07304283023914
4,16.952558225945307,0.5892930768113844,1.427379298497378,0.02390978791747573,2.256682102351374
5,13.95290282326114,0.9333709872429514,0.8199567653175854,0.6925281211117909,2.4470003671455256
6,15.108832836556859,0.8055313937105939,0.9835933314511993,0.011304302894189378,2.4627657144298487
7,16.227987619735167,0.6865870919041649,1.298018438167966,0.11959119737490441,2.0333378836333895
8,16.014693109260868,0.6604925775044541,1.278554441317063,0.11926648093466136,2.0503801795852485
9,16.198974858896936,0.7217299417092506,1.3613453792839767,1.0635549107534,2.091884610219562
10,17.3169418633742,0.6264517698779833,1.1587322255717747,0.4198708269070087,2.1834541884751135
11,15.364024712665557,0.7964038370834634,1.217783689682856,0.18396115301455157,2.340997102614356
12,18.140274188071334,0.5393727911948687,1.0115161773711578,0.121498311235851,2.1554538684121995
13,17.35443115708079,0.6080256482079363,1.0911482464672024,0.1723123048637455,2.1155860083893283
14,17.33287137848299,0.5809791920745637,1.2721305188934513,0.36355267898488713,2.417282911326307
15,15.627235405109202,0.7496388626513475,1.093620416478206,0.1078593183301393,2.152905083349551
16,15.914041316495743,0.6952738675232212,1.1797027742059094,0.08800402897865504,2.3006879768337325
17,17.93643343778605,0.5481206684622322,1.0237812076698645,0.5059728878367761,2.164214658242088
18,17.2121777694347,0.6167429741997789,1.1051621141524668,0.050660880077470126,2.152898390028536
19,16.705904409934952,0.6299955929173803,1.118345901713796,0.012140866489558625,2.2458958913893845
20,17.717204141950354,0.5676321232065247,1.3968921219022774,0.02449540994673252,2.32847768082604
21,15.585391565947749,0.778645584026924,0.5937501947836138,0.19239140217523243,2.291452762318598
22,15.2898218360922,0.7718102909194997,0.7372415258782296,0.5159587227496086,2.40159510914066
23,17.766233509409574,0.5242062052045776,1.5109171486954167,0.4243822855477973,2.053134456272118
24,16.46577471055595,0.6447947318580702,0.9465071903068695,0.1596266921993669,2.4320742426416393
25,16.830387285939516,0.666691168663499,0.9698784627954296,1.6018392726130855,2.386984940371349
26,16.383900757763726,0.6523833988946951,1.0251251493561842,0.6531831628493051,2.340766214743893
27,15.893726366605806,0.697763058689703,1.245375656078055,0.12930040671750237,2.1544640922686207
28,16.38289170758377,0.6468228076350537,1.3867318451987196,0.24351496215893784,2.1846046276082838
29,16.93194531576847,0.6523941258649921,1.1087323064939307,0.028457020326971515,2.386161501087504
30,15.233028020040724,0.773210513890247,1.1606726416449993,1.1973581917679939,2.177992548472872
31,16.66042054237607,0.6553786969355351,0.8867040371764549,0.010673831636383805,2.3203864922611093
32,15.91316002131307,0.7220237122280743,0.9921440635986424,0.6352452064292657,2.0752314880071
33,17.497753249558272,0.5787382799185368,1.199407600647225,0.1785277649680207,2.5173860931827945
34,17.53085742957196,0.5689666515078952,1.1877564399376612,0.2715236366321056,2.4109379534120814
35,15.613848918616842,0.7238123659832789,1.1209161235588536,0.16167529325202767,2.1139404343219637
36,15.83317557162562,0.7508213842378988,0.8366319275033258,0.32536212238938717,2.3001161408323028
37,14.614337840649807,0.8351349853872482,0.6734067711874872,0.05739378829127699,2.511100432627704
38,18.27734823670936,0.49576692485319174,1.5665470974913354,0.8371265864059113,2.0581783413512307
39,17.64367285763331,0.5578488933730275,1.1470746523541517,0.18389797153773912,1.9643237705742542
40,17.89733279798618,0.5467147152838562,1.110396206076631,0.18299065296757577,1.9536287948171809
41,16.82866907636549,0.6113125115958333,1.366144123736056,0.04209888227980785,2.7649690625647367
42,16.271222583607962,0.6981865805253937,1.358007966122792,0.1265860479344742,2.786157741470865
43,16.202730386521132,0.7145323613893637,1.582495555701468,0.13735566973644453,2.082501759277414
44,16.23314882177852,0.7219090879663508,1.5935181358684993,0.13818128833803492,2.0800475901117075
45,17.97626669481602,0.5727575735948801,0.7866838753502747,0.07374228316310084,2.4671393774826713
46,16.03053753315004,0.6827557329813602,1.524215039045812,0.07884351592547158,2.4728618555915083
47,16.677284980251844,0.6486477289290747,0.6934015468198549,0.4873324572723971,2.1226760982263277
48,16.21154462329487,0.7304230895129997,1.2325431219285412,0.11115552158862271,2.4332900384892326
49,15.045365763126243,0.7732071465636774,1.1406027291850989,0.07183050900345385,2.2524457193989806
50,15.512409069079563,0.7776668093947895,1.007432442180144,0.14480694686446693,2.157129209620512
51,15.33895451193413,0.7571473070930721,0.9492514393026746,0.06150619558588098,2.1738242171013704
